pattern,blur_sigma,noise_std,trial,seed,pipeline,pipeline_description,metric,score,identity_same_input_score,ratio_to_identity_same_input,identity_sharp_anchor,ratio_to_identity_sharp_anchor,calibration_threshold,expected_class,predicted_blurred
concentric_tiles,1,15,5,20473006,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,623.954157,5560.738877,0.112207,32910.146713,0.018959,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,77538.243439,121405.788940,0.638670,231406.250000,0.335074,118851.111633,intermediate,1
concentric_tiles,1,15,5,20473006,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,565.138828,5560.738877,0.101630,32910.146713,0.017172,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,77569.003510,121405.788940,0.638923,231406.250000,0.335207,118851.111633,intermediate,1
concentric_tiles,1,15,5,20473006,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,10613.697001,5560.738877,1.908685,32910.146713,0.322505,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,146808.488983,121405.788940,1.209238,231406.250000,0.634419,118851.111633,intermediate,0
concentric_tiles,1,15,5,20473006,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,16054.433562,5560.738877,2.887104,32910.146713,0.487826,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,170190.636627,121405.788940,1.401833,231406.250000,0.735463,118851.111633,intermediate,0
concentric_tiles,1,15,5,20473006,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,860.806284,5560.738877,0.154801,32910.146713,0.026156,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,107887.214203,121405.788940,0.888650,231406.250000,0.466224,118851.111633,intermediate,1
concentric_tiles,1,15,5,20473006,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,799.663916,5560.738877,0.143805,32910.146713,0.024298,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,101372.618896,121405.788940,0.834990,231406.250000,0.438072,118851.111633,intermediate,1
concentric_tiles,1,15,5,20473006,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,626.605113,5560.738877,0.112684,32910.146713,0.019040,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,77507.876740,121405.788940,0.638420,231406.250000,0.334943,118851.111633,intermediate,1
concentric_tiles,1,15,5,20473006,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,667.998066,5560.738877,0.120128,32910.146713,0.020298,16473.460861,intermediate,1
concentric_tiles,1,15,5,20473006,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,77543.065247,121405.788940,0.638710,231406.250000,0.335095,118851.111633,intermediate,1
concentric_tiles,1,15,6,20473007,identity,No preprocessing,laplacian_variance,5545.263432,5545.263432,1.000000,32910.146713,0.168497,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,identity,No preprocessing,tenengrad_energy,121533.996826,121533.996826,1.000000,231406.250000,0.525198,118851.111633,intermediate,0
concentric_tiles,1,15,6,20473007,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,5679.417334,5545.263432,1.024193,32910.146713,0.172573,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,121630.431458,121533.996826,1.000793,231406.250000,0.525614,118851.111633,intermediate,0
concentric_tiles,1,15,6,20473007,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,5989.534673,5545.263432,1.080117,32910.146713,0.181997,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,121993.125763,121533.996826,1.003778,231406.250000,0.527182,118851.111633,intermediate,0
concentric_tiles,1,15,6,20473007,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2924.832622,5545.263432,0.527447,32910.146713,0.088873,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,121662.173096,121533.996826,1.001055,231406.250000,0.525751,118851.111633,intermediate,0
concentric_tiles,1,15,6,20473007,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,624.263227,5545.263432,0.112576,32910.146713,0.018969,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,77694.304382,121533.996826,0.639280,231406.250000,0.335749,118851.111633,intermediate,1
concentric_tiles,1,15,6,20473007,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,624.263227,5545.263432,0.112576,32910.146713,0.018969,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,77694.304382,121533.996826,0.639280,231406.250000,0.335749,118851.111633,intermediate,1
concentric_tiles,1,15,6,20473007,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,565.821368,5545.263432,0.102037,32910.146713,0.017193,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,77671.522919,121533.996826,0.639093,231406.250000,0.335650,118851.111633,intermediate,1
concentric_tiles,1,15,6,20473007,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,10598.202230,5545.263432,1.911217,32910.146713,0.322034,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,146972.436462,121533.996826,1.209311,231406.250000,0.635127,118851.111633,intermediate,0
concentric_tiles,1,15,6,20473007,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,16004.844896,5545.263432,2.886219,32910.146713,0.486319,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,170248.529510,121533.996826,1.400830,231406.250000,0.735713,118851.111633,intermediate,0
concentric_tiles,1,15,6,20473007,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,861.705705,5545.263432,0.155395,32910.146713,0.026184,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,108022.163879,121533.996826,0.888823,231406.250000,0.466807,118851.111633,intermediate,1
concentric_tiles,1,15,6,20473007,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,800.298845,5545.263432,0.144321,32910.146713,0.024318,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,101483.025238,121533.996826,0.835018,231406.250000,0.438549,118851.111633,intermediate,1
concentric_tiles,1,15,6,20473007,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,626.669024,5545.263432,0.113010,32910.146713,0.019042,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,77642.470154,121533.996826,0.638854,231406.250000,0.335525,118851.111633,intermediate,1
concentric_tiles,1,15,6,20473007,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,666.894590,5545.263432,0.120264,32910.146713,0.020264,16473.460861,intermediate,1
concentric_tiles,1,15,6,20473007,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,77722.886444,121533.996826,0.639516,231406.250000,0.335872,118851.111633,intermediate,1
concentric_tiles,1,15,7,20473008,identity,No preprocessing,laplacian_variance,5581.479783,5581.479783,1.000000,32910.146713,0.169598,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,identity,No preprocessing,tenengrad_energy,121417.175751,121417.175751,1.000000,231406.250000,0.524693,118851.111633,intermediate,0
concentric_tiles,1,15,7,20473008,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,5728.617076,5581.479783,1.026362,32910.146713,0.174068,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,121514.921814,121417.175751,1.000805,231406.250000,0.525115,118851.111633,intermediate,0
concentric_tiles,1,15,7,20473008,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,6114.094171,5581.479783,1.095425,32910.146713,0.185781,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,121933.768707,121417.175751,1.004255,231406.250000,0.526925,118851.111633,intermediate,0
concentric_tiles,1,15,7,20473008,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,3016.703090,5581.479783,0.540484,32910.146713,0.091665,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,121518.263000,121417.175751,1.000833,231406.250000,0.525130,118851.111633,intermediate,0
concentric_tiles,1,15,7,20473008,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,624.500813,5581.479783,0.111888,32910.146713,0.018976,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,77627.584015,121417.175751,0.639346,231406.250000,0.335460,118851.111633,intermediate,1
concentric_tiles,1,15,7,20473008,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,624.500813,5581.479783,0.111888,32910.146713,0.018976,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,77627.584015,121417.175751,0.639346,231406.250000,0.335460,118851.111633,intermediate,1
concentric_tiles,1,15,7,20473008,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,565.447793,5581.479783,0.101308,32910.146713,0.017182,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,77603.459381,121417.175751,0.639147,231406.250000,0.335356,118851.111633,intermediate,1
concentric_tiles,1,15,7,20473008,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,10662.329650,5581.479783,1.910305,32910.146713,0.323983,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,146762.119324,121417.175751,1.208743,231406.250000,0.634218,118851.111633,intermediate,0
concentric_tiles,1,15,7,20473008,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,16118.197348,5581.479783,2.887800,32910.146713,0.489764,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,169992.003845,121417.175751,1.400066,231406.250000,0.734604,118851.111633,intermediate,0
concentric_tiles,1,15,7,20473008,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,861.009177,5581.479783,0.154262,32910.146713,0.026162,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,107934.059509,121417.175751,0.888952,231406.250000,0.466427,118851.111633,intermediate,1
concentric_tiles,1,15,7,20473008,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,799.418014,5581.479783,0.143227,32910.146713,0.024291,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,101361.431610,121417.175751,0.834820,231406.250000,0.438024,118851.111633,intermediate,1
concentric_tiles,1,15,7,20473008,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,627.079119,5581.479783,0.112350,32910.146713,0.019054,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,77567.946075,121417.175751,0.638855,231406.250000,0.335202,118851.111633,intermediate,1
concentric_tiles,1,15,7,20473008,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,665.908730,5581.479783,0.119307,32910.146713,0.020234,16473.460861,intermediate,1
concentric_tiles,1,15,7,20473008,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,77631.878632,121417.175751,0.639381,231406.250000,0.335479,118851.111633,intermediate,1
concentric_tiles,1,15,8,20473009,identity,No preprocessing,laplacian_variance,5576.213747,5576.213747,1.000000,32910.146713,0.169438,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,identity,No preprocessing,tenengrad_energy,121436.025879,121436.025879,1.000000,231406.250000,0.524774,118851.111633,intermediate,0
concentric_tiles,1,15,8,20473009,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,5715.219073,5576.213747,1.024928,32910.146713,0.173661,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,121528.919006,121436.025879,1.000765,231406.250000,0.525176,118851.111633,intermediate,0
concentric_tiles,1,15,8,20473009,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,5989.388473,5576.213747,1.074096,32910.146713,0.181992,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,121880.543732,121436.025879,1.003661,231406.250000,0.526695,118851.111633,intermediate,0
concentric_tiles,1,15,8,20473009,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,3006.354098,5576.213747,0.539139,32910.146713,0.091350,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,121556.927032,121436.025879,1.000996,231406.250000,0.525297,118851.111633,intermediate,0
concentric_tiles,1,15,8,20473009,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,623.766411,5576.213747,0.111862,32910.146713,0.018954,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,77582.942749,121436.025879,0.638879,231406.250000,0.335267,118851.111633,intermediate,1
concentric_tiles,1,15,8,20473009,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,623.766411,5576.213747,0.111862,32910.146713,0.018954,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,77582.942749,121436.025879,0.638879,231406.250000,0.335267,118851.111633,intermediate,1
concentric_tiles,1,15,8,20473009,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,565.124863,5576.213747,0.101346,32910.146713,0.017172,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,77617.270264,121436.025879,0.639162,231406.250000,0.335416,118851.111633,intermediate,1
concentric_tiles,1,15,8,20473009,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,10651.204378,5576.213747,1.910114,32910.146713,0.323645,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,146755.953522,121436.025879,1.208504,231406.250000,0.634192,118851.111633,intermediate,0
concentric_tiles,1,15,8,20473009,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,16094.640812,5576.213747,2.886303,32910.146713,0.489048,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,169906.075287,121436.025879,1.399141,231406.250000,0.734233,118851.111633,intermediate,0
concentric_tiles,1,15,8,20473009,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,860.676176,5576.213747,0.154348,32910.146713,0.026152,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,107930.476166,121436.025879,0.888785,231406.250000,0.466411,118851.111633,intermediate,1
concentric_tiles,1,15,8,20473009,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,798.411083,5576.213747,0.143182,32910.146713,0.024260,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,101289.804413,121436.025879,0.834100,231406.250000,0.437714,118851.111633,intermediate,1
concentric_tiles,1,15,8,20473009,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,626.058013,5576.213747,0.112273,32910.146713,0.019023,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,77560.764526,121436.025879,0.638696,231406.250000,0.335171,118851.111633,intermediate,1
concentric_tiles,1,15,8,20473009,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,668.007755,5576.213747,0.119796,32910.146713,0.020298,16473.460861,intermediate,1
concentric_tiles,1,15,8,20473009,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,77621.443329,121436.025879,0.639196,231406.250000,0.335434,118851.111633,intermediate,1
concentric_tiles,1,15,9,20473010,identity,No preprocessing,laplacian_variance,5531.877126,5531.877126,1.000000,32910.146713,0.168090,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,identity,No preprocessing,tenengrad_energy,121429.708191,121429.708191,1.000000,231406.250000,0.524747,118851.111633,intermediate,0
concentric_tiles,1,15,9,20473010,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,5674.187074,5531.877126,1.025725,32910.146713,0.172415,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,121525.084930,121429.708191,1.000785,231406.250000,0.525159,118851.111633,intermediate,0
concentric_tiles,1,15,9,20473010,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,6015.880641,5531.877126,1.087494,32910.146713,0.182797,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,121933.281891,121429.708191,1.004147,231406.250000,0.526923,118851.111633,intermediate,0
concentric_tiles,1,15,9,20473010,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2969.593502,5531.877126,0.536815,32910.146713,0.090233,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,121430.195435,121429.708191,1.000004,231406.250000,0.524749,118851.111633,intermediate,0
concentric_tiles,1,15,9,20473010,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,623.624672,5531.877126,0.112733,32910.146713,0.018949,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,77665.953369,121429.708191,0.639596,231406.250000,0.335626,118851.111633,intermediate,1
concentric_tiles,1,15,9,20473010,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,623.624672,5531.877126,0.112733,32910.146713,0.018949,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,77665.953369,121429.708191,0.639596,231406.250000,0.335626,118851.111633,intermediate,1
concentric_tiles,1,15,9,20473010,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,565.191361,5531.877126,0.102170,32910.146713,0.017174,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,77624.763947,121429.708191,0.639257,231406.250000,0.335448,118851.111633,intermediate,1
concentric_tiles,1,15,9,20473010,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,10578.770259,5531.877126,1.912329,32910.146713,0.321444,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,146862.243256,121429.708191,1.209442,231406.250000,0.634651,118851.111633,intermediate,0
concentric_tiles,1,15,9,20473010,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,16018.645151,5531.877126,2.895698,32910.146713,0.486739,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,170251.213043,121429.708191,1.402056,231406.250000,0.735724,118851.111633,intermediate,0
concentric_tiles,1,15,9,20473010,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,860.794030,5531.877126,0.155606,32910.146713,0.026156,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,107936.524078,121429.708191,0.888881,231406.250000,0.466437,118851.111633,intermediate,1
concentric_tiles,1,15,9,20473010,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,799.956057,5531.877126,0.144608,32910.146713,0.024307,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,101511.906158,121429.708191,0.835973,231406.250000,0.438674,118851.111633,intermediate,1
concentric_tiles,1,15,9,20473010,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,626.781680,5531.877126,0.113304,32910.146713,0.019045,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,77674.943512,121429.708191,0.639670,231406.250000,0.335665,118851.111633,intermediate,1
concentric_tiles,1,15,9,20473010,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,667.497504,5531.877126,0.120664,32910.146713,0.020282,16473.460861,intermediate,1
concentric_tiles,1,15,9,20473010,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,77698.688507,121429.708191,0.639866,231406.250000,0.335767,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,identity,No preprocessing,laplacian_variance,236.443381,236.443381,1.000000,32910.146713,0.007185,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,identity,No preprocessing,tenengrad_energy,36438.065552,36438.065552,1.000000,231406.250000,0.157464,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,246.324288,236.443381,1.041790,32910.146713,0.007485,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,36457.916626,36438.065552,1.000545,231406.250000,0.157549,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,274.684349,236.443381,1.161734,32910.146713,0.008346,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,36569.781738,36438.065552,1.003615,231406.250000,0.158033,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,312.551504,236.443381,1.321887,32910.146713,0.009497,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,36505.939575,36438.065552,1.001863,231406.250000,0.157757,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,170.876909,236.443381,0.722697,32910.146713,0.005192,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,25275.136108,36438.065552,0.693646,231406.250000,0.109224,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,170.876909,236.443381,0.722697,32910.146713,0.005192,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,25275.136108,36438.065552,0.693646,231406.250000,0.109224,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,160.488916,236.443381,0.678763,32910.146713,0.004877,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,25420.456055,36438.065552,0.697635,231406.250000,0.109852,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,284.574149,236.443381,1.203561,32910.146713,0.008647,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,42773.676392,36438.065552,1.173873,231406.250000,0.184842,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,335.405362,236.443381,1.418544,32910.146713,0.010192,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,49587.492676,36438.065552,1.360871,231406.250000,0.214288,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,227.044440,236.443381,0.960249,32910.146713,0.006899,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,34403.643555,36438.065552,0.944168,231406.250000,0.148672,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,220.735370,236.443381,0.933565,32910.146713,0.006707,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,34302.349487,36438.065552,0.941388,231406.250000,0.148234,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,173.038006,236.443381,0.731837,32910.146713,0.005258,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,25498.511353,36438.065552,0.699777,231406.250000,0.110189,118851.111633,intermediate,1
concentric_tiles,2,0,0,20481001,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,195.118253,236.443381,0.825222,32910.146713,0.005929,16473.460861,intermediate,1
concentric_tiles,2,0,0,20481001,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,25364.349121,36438.065552,0.696095,231406.250000,0.109610,118851.111633,intermediate,1
concentric_tiles,2,0,1,20481002,identity,No preprocessing,laplacian_variance,236.443381,236.443381,1.000000,32910.146713,0.007185,16473.460861,intermediate,1
concentric_tiles,2,0,1,20481002,identity,No preprocessing,tenengrad_energy,36438.065552,36438.065552,1.000000,231406.250000,0.157464,118851.111633,intermediate,1
concentric_tiles,2,0,1,20481002,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,246.324288,236.443381,1.041790,32910.146713,0.007485,16473.460861,intermediate,1
concentric_tiles,2,0,1,20481002,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,36457.916626,36438.065552,1.000545,231406.250000,0.157549,118851.111633,intermediate,1
