history,history_description,alignment,crop_offset,noise_std,blur_sigma,metric,observations,score_mean,score_sample_std,primary_ratio_mean,primary_ratio_sample_std,primary_ratio_p10,primary_ratio_median,primary_ratio_p90,uncompressed_ratio_mean,uncompressed_ratio_sample_std
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,2,laplacian_variance,15,98.689223,116.268987,0.999944,0.000082,0.999831,1.000000,1.000000,1.429910,0.070336
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,2,tenengrad_energy,15,13173.623434,13791.772699,1.000002,0.000003,1.000000,1.000000,1.000007,1.007956,0.011344
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,3,laplacian_variance,15,33.223112,35.695047,1.000000,0.000000,1.000000,1.000000,1.000000,1.573843,0.311037
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,3,tenengrad_energy,15,3698.198039,2865.598792,1.000000,0.000000,1.000000,1.000000,1.000000,1.022102,0.001949
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,0,laplacian_variance,15,9364.399460,10312.434422,1.000134,0.000204,0.999982,1.000000,1.000398,0.835787,0.107704
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,0,tenengrad_energy,15,90311.599384,107184.822348,1.000126,0.000185,0.999975,1.000003,1.000368,1.020858,0.025386
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,1,laplacian_variance,15,1822.242121,638.582140,0.999907,0.000251,0.999560,1.000004,1.000134,0.727178,0.078626
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,1,tenengrad_energy,15,39720.773741,43869.296426,1.000010,0.000085,0.999933,1.000000,1.000085,1.024907,0.025765
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,2,laplacian_variance,15,1421.898472,120.205481,1.000000,0.000033,0.999969,1.000000,1.000027,0.682940,0.023469
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,2,tenengrad_energy,15,15798.619503,13920.718992,1.000004,0.000027,0.999987,1.000000,1.000016,1.032560,0.027433
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,3,laplacian_variance,15,1348.348478,44.081174,0.999984,0.000022,0.999958,0.999995,1.000001,0.665084,0.015407
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,15,3,tenengrad_energy,15,6240.064724,2837.855089,0.999992,0.000023,0.999981,1.000000,1.000004,1.043576,0.021924
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,0,laplacian_variance,15,9704.243115,12695.371389,1.027205,0.132628,0.860934,1.047959,1.172723,0.970364,0.211579
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,0,tenengrad_energy,15,90096.606689,109790.789092,1.006580,0.006649,0.998498,1.007028,1.014213,1.011966,0.010561
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,1,laplacian_variance,15,456.023297,551.784484,0.958985,0.036188,0.910330,0.975707,0.990919,1.208740,0.157116
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,1,tenengrad_energy,15,37528.925049,44119.533823,1.005612,0.001231,1.004661,1.004886,1.007288,1.002050,0.010964
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,2,laplacian_variance,15,78.404954,94.932595,0.851343,0.161736,0.677934,0.819435,1.056661,1.258115,0.203127
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,2,tenengrad_energy,15,13454.780162,14049.010052,1.012572,0.006051,1.004440,1.015349,1.017927,1.020829,0.011485
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,3,laplacian_variance,15,18.763366,16.284787,0.803604,0.255530,0.484752,0.839886,1.086173,1.212337,0.190457
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,0,3,tenengrad_energy,15,3601.162740,2697.767054,0.999687,0.020433,0.973896,1.003329,1.021835,1.021563,0.022468
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,0,laplacian_variance,15,10387.946631,12203.656818,0.942481,0.130563,0.817110,0.897427,1.112635,0.802328,0.215566
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,0,tenengrad_energy,15,92831.094580,109987.834944,1.014402,0.016428,1.002041,1.004613,1.037183,1.035755,0.042797
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,1,laplacian_variance,15,1489.433964,640.755254,0.799153,0.063077,0.742262,0.771837,0.884841,0.586474,0.110242
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,1,tenengrad_energy,15,40657.279805,44735.354025,1.015787,0.015388,1.002307,1.008632,1.039300,1.041443,0.042448
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,2,laplacian_variance,15,1088.802425,121.743829,0.764328,0.024642,0.735036,0.761306,0.794909,0.522611,0.032722
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,2,tenengrad_energy,15,16017.200399,13941.830162,1.018822,0.014045,1.004930,1.013524,1.037684,1.052064,0.042429
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,3,laplacian_variance,15,1018.874757,45.554813,0.754570,0.013645,0.742855,0.752006,0.768071,0.502764,0.016539
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,shifted_4x4,4,15,3,tenengrad_energy,15,6335.363334,2759.994964,1.027314,0.013355,1.015490,1.021420,1.045867,1.072270,0.036346
