platform_label,observation_id,control_id,stage,entity_type,analysis_local_index,tolerance
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,4,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,5,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,6,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,7,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,8,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,1,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,2,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,3,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,4,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,5,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,6,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,7,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,8,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,9,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,10,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,11,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,edge,12,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,face,1,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,face,2,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,face,3,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,face,4,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,face,5,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,face,6,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,1,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,2,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,3,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,4,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,5,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,6,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,7,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,vertex,8,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,1,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,2,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,3,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,4,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,5,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,6,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,7,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,8,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,9,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,10,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,11,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,edge,12,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,face,1,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,face,2,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,face,3,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,face,4,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,face,5,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_repaired,flipped_face_box_shell,orientation_repaired,face,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,1,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,2,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,3,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,4,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,5,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,6,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,7,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,vertex,8,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,6,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,7,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,8,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,9,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,10,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,11,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,edge,12,1.0000000000000001e-05
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,face,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,face,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,face,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,face,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,face,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__tolerance_capped_1e_5,large_gap_box_faces,tolerance_capped,face,6,9.9999999999999995e-08
